Transaction ID,Date,Product Name,Quantity Sold,Sales Price per Unit ($),Discount (%),Stock After Sale,Returned,Weather Condition,Temperature (°C),Humidity (%),Precipitation (mm),Wind Speed (km/h),Is Holiday,Is Weekend,Is Special Event,Season,Category,Total Sales ($),Total Sales After Discount ($),Net Sales Value ($),Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,Future_7_Day_Sales,Month,Monthly Sales
T1395,2024-01-31,Microwave,2,247.67,20,114,1,Stormy,13.28,37,42.59,87.48,0,1,1,Winter,Kitchen,495.34,396.272,148.602,1.0,17.0,10.0,1.0,2024-01,18
T1396,2024-02-01,Monitor,6,152.87,15,339,1,Cloudy,2.51,59,31.3,58.13,1,0,0,Fall,Electronics,917.22,779.6370000000001,626.767,2.0,6.0,8.0,11.0,2024-02,22
T1397,2024-02-02,Smartphone,14,124.54,20,56,0,Cloudy,-3.96,73,46.12,52.45,1,1,1,Spring,Electronics,1743.5600000000002,1394.8480000000002,1394.8480000000002,9.0,14.0,13.0,14.0,2024-02,20
T1398,2024-02-03,Smartphone,6,36.98,20,431,0,Rainy,1.0,37,1.79,81.64,1,0,0,Fall,Electronics,221.88,177.50400000000002,177.50400000000002,14.0,10.0,7.0,17.0,2024-02,20
T1399,2024-02-04,Television,2,528.35,15,474,0,Sunny,24.46,95,38.34,74.93,0,0,1,Summer,Electronics,1056.7,898.195,898.195,13.0,14.0,2.0,3.0,2024-02,9
T1400,2024-02-05,Watch,1,226.08,15,359,0,Rainy,31.1,65,33.54,40.03,0,0,0,Spring,Clothing,226.08,192.168,192.168,17.0,4.0,3.0,1.0,2024-02,28
T1402,2024-02-07,Microwave,5,578.69,15,102,1,Stormy,10.59,14,27.2,76.85,1,1,1,Fall,Kitchen,2893.4500000000003,2459.4325000000003,1880.7425000000003,2.0,10.0,9.0,16.0,2024-02,21
T1403,2024-02-08,T-shirt,2,146.51,15,334,0,Rainy,21.97,63,25.75,16.87,0,0,0,Spring,Clothing,293.02,249.06699999999998,249.06699999999998,9.0,10.0,5.0,4.0,2024-02,19
T1404,2024-02-09,Microwave,16,691.87,20,177,0,Sunny,37.17,53,34.58,1.64,1,0,0,Summer,Kitchen,11069.92,8855.936,8855.936,5.0,5.0,12.0,6.0,2024-02,21
T1405,2024-02-10,Sneakers,2,898.77,5,169,1,Snow,2.52,51,3.88,84.33,1,0,1,Winter,Clothing,1797.54,1707.6629999999998,808.8929999999998,18.0,19.0,6.0,3.0,2024-02,2
T1406,2024-02-11,Headphones,10,747.73,5,339,0,Cloudy,27.29,81,40.26,57.83,0,1,1,Winter,Electronics,7477.3,7103.4349999999995,7103.4349999999995,10.0,11.0,17.0,9.0,2024-02,25
T1407,2024-02-12,Toy Car,2,85.68,0,286,0,Snow,28.97,66,6.97,89.17,0,1,1,Winter,Toys,171.36,171.36,171.36,7.0,13.0,14.0,19.0,2024-02,10
T1408,2024-02-13,Bookshelf,16,896.93,5,261,0,Rainy,-1.0,56,20.93,48.46,0,1,1,Fall,Furniture,14350.88,13633.336,13633.336,17.0,13.0,3.0,14.0,2024-02,35
T1409,2024-02-14,Monitor,16,795.99,5,375,1,Sunny,33.76,85,44.06,92.65,1,1,1,Winter,Electronics,12735.84,12099.047999999999,11303.057999999999,6.0,16.0,2.0,12.0,2024-02,22
T1410,2024-02-15,Wardrobe,19,166.72,20,223,0,Rainy,31.59,34,28.03,35.4,0,1,0,Winter,Furniture,3167.68,2534.1440000000002,2534.1440000000002,7.0,2.0,10.0,11.0,2024-02,19
T1411,2024-02-16,Television,7,61.27,15,199,1,Cloudy,-3.5,53,18.98,72.45,0,0,0,Winter,Electronics,428.89000000000004,364.5565,303.28650000000005,2.0,1.0,18.0,9.0,2024-02,9
T1412,2024-02-17,Watch,12,561.74,15,211,1,Cloudy,-0.9,24,2.41,30.1,0,0,0,Spring,Clothing,6740.88,5729.748,5168.008,1.0,13.0,5.0,4.0,2024-02,28
T1413,2024-02-18,Headphones,15,164.48,20,287,0,Sunny,-2.79,60,33.61,0.12,0,0,0,Spring,Electronics,2467.2,1973.76,1973.76,10.0,1.0,8.0,2.0,2024-02,25
T1414,2024-02-19,Toy Car,8,836.25,5,180,1,Stormy,10.06,62,49.33,37.97,0,0,0,Spring,Toys,6690.0,6355.5,5519.25,2.0,19.0,11.0,15.0,2024-02,10
T1415,2024-02-20,Camera,6,364.75,20,250,0,Snow,17.92,43,45.59,73.78,1,1,1,Summer,Electronics,2188.5,1750.8000000000002,1750.8000000000002,7.0,2.0,17.0,9.0,2024-02,6
T1416,2024-02-21,Sofa,10,913.76,0,231,0,Snow,18.96,86,35.86,15.0,1,1,0,Summer,Furniture,9137.6,9137.6,9137.6,10.0,19.0,8.0,18.0,2024-02,10
T1417,2024-02-22,Dining Table,3,570.03,15,472,0,Cloudy,7.05,17,5.26,50.48,0,0,0,Summer,Furniture,1710.09,1453.5765,1453.5765,1.0,11.0,2.0,5.0,2024-02,21
T1418,2024-02-23,Bookshelf,19,190.85,10,482,0,Rainy,36.02,86,11.97,21.23,1,1,1,Winter,Furniture,3626.15,3263.5350000000003,3263.5350000000003,16.0,4.0,19.0,6.0,2024-02,35
T1419,2024-02-24,T-shirt,17,148.2,0,23,0,Rainy,11.57,79,9.34,7.46,1,0,1,Spring,Clothing,2519.3999999999996,2519.3999999999996,2519.3999999999996,2.0,7.0,17.0,2.0,2024-02,19
T1420,2024-02-25,Blender,7,580.71,0,48,1,Stormy,-2.95,30,17.77,61.75,1,1,0,Summer,Kitchen,4064.9700000000003,4064.9700000000003,3484.26,10.0,15.0,6.0,2.0,2024-02,7
T1421,2024-02-26,Dining Table,4,764.26,20,109,1,Rainy,8.51,16,11.78,95.2,0,1,0,Fall,Furniture,3057.04,2445.632,1681.372,3.0,5.0,17.0,12.0,2024-02,21
T1422,2024-02-27,Dining Table,14,783.69,5,296,1,Snow,18.9,99,12.22,31.07,1,0,1,Spring,Furniture,10971.66,10423.077,9639.386999999999,4.0,16.0,15.0,15.0,2024-02,21
T1423,2024-02-28,Watch,15,283.0,15,6,1,Rainy,13.37,88,30.84,58.06,0,0,0,Winter,Clothing,4245.0,3608.25,3325.25,12.0,15.0,17.0,8.0,2024-02,28
T1424,2024-02-29,Board Game,8,212.2,10,38,0,Stormy,7.32,65,15.94,95.36,1,0,1,Spring,Toys,1697.6,1527.84,1527.84,17.0,18.0,8.0,14.0,2024-02,8
T1425,2024-03-01,Camera,15,26.59,0,169,0,Snow,0.91,58,33.86,65.05,0,1,0,Winter,Electronics,398.85,398.85,398.85,6.0,1.0,9.0,16.0,2024-03,50
T1426,2024-03-02,Monitor,14,682.41,10,356,1,Rainy,31.86,51,47.39,67.31,1,1,0,Summer,Electronics,9553.74,8598.366,7915.956,16.0,17.0,16.0,11.0,2024-03,29
T1427,2024-03-03,Wardrobe,9,85.8,5,283,0,Snow,39.83,32,31.92,17.89,1,1,0,Winter,Furniture,772.1999999999999,733.5899999999999,733.5899999999999,19.0,13.0,15.0,3.0,2024-03,62
T1428,2024-03-04,Monitor,8,426.55,5,203,1,Cloudy,9.83,61,37.58,49.26,0,0,0,Winter,Electronics,3412.4,3241.7799999999997,2815.2299999999996,14.0,14.0,12.0,15.0,2024-03,29
T1429,2024-03-05,Coffee Maker,17,605.67,10,325,1,Cloudy,12.17,88,37.58,36.71,0,0,1,Fall,Kitchen,10296.39,9266.751,8661.081,4.0,10.0,17.0,8.0,2024-03,22
T1430,2024-03-06,Dining Table,2,937.74,15,313,1,Cloudy,22.81,62,16.54,47.1,1,0,1,Spring,Furniture,1875.48,1594.158,656.4179999999999,14.0,4.0,14.0,12.0,2024-03,12
T1431,2024-03-07,Bookshelf,3,318.68,5,273,1,Rainy,27.33,25,0.75,80.08,0,1,0,Winter,Furniture,956.04,908.2379999999999,589.558,19.0,13.0,4.0,8.0,2024-03,3
T1432,2024-03-08,Wardrobe,8,257.27,10,244,0,Stormy,12.64,46,2.75,46.07,0,1,0,Fall,Furniture,2058.16,1852.3439999999998,1852.3439999999998,9.0,17.0,3.0,1.0,2024-03,62
T1433,2024-03-09,Sofa,12,657.62,0,327,0,Snow,35.72,27,14.1,6.29,0,0,0,Fall,Furniture,7891.4400000000005,7891.4400000000005,7891.4400000000005,10.0,5.0,7.0,12.0,2024-03,21
T1434,2024-03-10,Board Game,1,623.05,10,475,1,Sunny,20.2,29,34.48,90.55,0,0,0,Fall,Toys,623.05,560.745,-62.30499999999995,8.0,7.0,4.0,14.0,2024-03,1
T1435,2024-03-11,Microwave,10,338.79,10,47,1,Cloudy,15.27,55,45.33,54.48,1,0,1,Summer,Kitchen,3387.9,3049.11,2710.32,16.0,3.0,12.0,19.0,2024-03,23
T1436,2024-03-12,Wardrobe,3,928.82,20,249,1,Cloudy,24.1,11,47.94,92.45,0,1,1,Summer,Furniture,2786.46,2229.168,1300.348,8.0,19.0,15.0,2.0,2024-03,62
T1437,2024-03-13,T-shirt,6,846.41,5,79,1,Sunny,37.88,96,1.29,57.24,1,1,0,Winter,Clothing,5078.46,4824.537,3978.1270000000004,17.0,5.0,1.0,15.0,2024-03,25
T1438,2024-03-14,Monitor,7,231.74,15,110,1,Sunny,30.75,72,49.5,6.96,1,0,1,Spring,Electronics,1622.18,1378.853,1147.113,8.0,3.0,4.0,19.0,2024-03,29
T1439,2024-03-15,Camera,18,246.75,15,13,0,Rainy,-3.2,12,16.12,55.29,0,0,1,Summer,Electronics,4441.5,3775.275,3775.275,15.0,12.0,8.0,4.0,2024-03,50
T1440,2024-03-16,Wardrobe,11,517.18,20,395,1,Snow,9.95,55,42.15,57.57,0,0,0,Summer,Furniture,5688.98,4551.184,4034.0040000000004,3.0,4.0,2.0,17.0,2024-03,62
T1441,2024-03-17,Wardrobe,19,775.84,15,380,1,Cloudy,16.17,58,9.01,21.43,0,1,0,Winter,Furniture,14740.960000000001,12529.816,11753.976,11.0,15.0,15.0,6.0,2024-03,62
T1442,2024-03-18,Coffee Maker,5,53.6,10,365,0,Stormy,9.15,10,3.14,47.1,0,1,0,Winter,Kitchen,268.0,241.20000000000002,241.20000000000002,17.0,9.0,6.0,13.0,2024-03,22
T1443,2024-03-19,T-shirt,19,696.4,20,90,0,Rainy,26.51,31,18.92,45.94,1,1,1,Summer,Clothing,13231.6,10585.28,10585.28,6.0,7.0,14.0,16.0,2024-03,25
T1444,2024-03-20,Toy Car,11,651.75,0,342,0,Rainy,32.18,23,42.95,62.29,1,0,1,Winter,Toys,7169.25,7169.25,7169.25,8.0,12.0,13.0,2.0,2024-03,30
T1445,2024-03-21,Wardrobe,12,239.17,5,348,0,Stormy,27.91,94,11.04,25.96,0,0,1,Fall,Furniture,2870.04,2726.538,2726.538,19.0,7.0,4.0,19.0,2024-03,62
T1446,2024-03-22,Dining Table,10,684.54,5,280,0,Stormy,39.52,54,7.7,58.17,1,0,1,Winter,Furniture,6845.4,6503.129999999999,6503.129999999999,2.0,12.0,12.0,4.0,2024-03,12
T1447,2024-03-23,Microwave,8,940.78,5,221,0,Stormy,7.26,15,45.49,24.1,0,0,0,Fall,Kitchen,7526.24,7149.928,7149.928,10.0,18.0,10.0,9.0,2024-03,23
T1448,2024-03-24,Camera,9,56.32,10,73,0,Sunny,34.37,74,46.92,44.64,1,0,0,Summer,Electronics,506.88,456.192,456.192,18.0,14.0,8.0,7.0,2024-03,50
T1449,2024-03-25,Toy Car,4,326.46,0,234,0,Cloudy,29.5,30,0.63,12.27,1,0,0,Spring,Toys,1305.84,1305.84,1305.84,11.0,12.0,3.0,9.0,2024-03,30
T1450,2024-03-26,Microwave,5,443.79,20,260,0,Sunny,11.3,13,36.37,3.73,1,0,1,Fall,Kitchen,2218.9500000000003,1775.1600000000003,1775.1600000000003,8.0,15.0,3.0,15.0,2024-03,23
T1451,2024-03-27,Camera,8,900.27,20,113,1,Cloudy,28.04,12,15.46,32.06,0,0,0,Spring,Electronics,7202.16,5761.728,4861.4580000000005,9.0,14.0,3.0,10.0,2024-03,50
T1452,2024-03-28,Sofa,9,962.64,5,46,0,Sunny,-0.32,39,18.74,27.46,0,0,0,Summer,Furniture,8663.76,8230.572,8230.572,12.0,6.0,15.0,2.0,2024-03,21
T1453,2024-03-29,Sneakers,15,449.67,0,274,1,Snow,30.52,40,23.46,40.69,1,0,1,Winter,Clothing,6745.05,6745.05,6295.38,2.0,12.0,5.0,1.0,2024-03,15
T1454,2024-03-30,Toy Car,15,752.53,0,43,1,Cloudy,18.95,43,21.34,96.2,0,0,0,Fall,Toys,11287.949999999999,11287.949999999999,10535.419999999998,4.0,4.0,5.0,14.0,2024-03,30
T1455,2024-03-31,Action Figure,16,536.34,0,208,1,Rainy,8.15,92,25.75,52.22,0,1,1,Fall,Toys,8581.44,8581.44,8045.1,6.0,17.0,18.0,5.0,2024-03,16
T1456,2024-04-01,Coffee Maker,14,542.41,15,417,1,Cloudy,24.51,29,29.12,55.32,1,0,1,Summer,Kitchen,7593.74,6454.679,5912.269,5.0,11.0,10.0,13.0,2024-04,26
T1457,2024-04-02,Board Game,8,285.32,15,349,1,Cloudy,23.87,96,23.28,94.16,0,0,0,Summer,Toys,2282.56,1940.176,1654.856,1.0,11.0,19.0,19.0,2024-04,11
T1458,2024-04-03,Monitor,18,224.79,5,103,1,Cloudy,4.43,63,35.08,92.11,0,1,0,Winter,Electronics,4046.22,3843.9089999999997,3619.1189999999997,7.0,11.0,16.0,19.0,2024-04,36
T1459,2024-04-04,Microwave,10,295.13,0,124,1,Snow,-3.63,34,35.93,88.41,1,0,1,Spring,Kitchen,2951.3,2951.3,2656.17,5.0,1.0,18.0,3.0,2024-04,27
T1460,2024-04-05,Dining Table,6,560.76,0,10,1,Sunny,14.51,24,22.02,9.8,1,1,0,Fall,Furniture,3364.56,3364.56,2803.8,10.0,3.0,10.0,6.0,2024-04,6
T1461,2024-04-06,Coffee Maker,12,38.86,20,329,0,Rainy,20.63,47,7.12,63.43,1,1,0,Spring,Kitchen,466.32,373.05600000000004,373.05600000000004,14.0,16.0,14.0,16.0,2024-04,26
T1462,2024-04-07,Sofa,2,908.18,20,187,1,Sunny,34.45,32,32.03,80.81,1,0,1,Fall,Furniture,1816.36,1453.088,544.908,9.0,9.0,2.0,16.0,2024-04,9
T1463,2024-04-08,T-shirt,7,164.72,5,31,1,Sunny,36.77,61,38.65,83.56,0,0,0,Fall,Clothing,1153.04,1095.388,930.6679999999999,19.0,6.0,19.0,15.0,2024-04,21
T1464,2024-04-09,Watch,16,227.89,0,156,1,Stormy,18.8,75,31.91,57.79,0,1,1,Winter,Clothing,3646.24,3646.24,3418.35,15.0,10.0,11.0,17.0,2024-04,30
T1465,2024-04-10,Sofa,3,523.09,5,60,1,Snow,28.92,66,29.4,1.75,1,0,1,Fall,Furniture,1569.27,1490.8065,967.7164999999999,2.0,6.0,8.0,3.0,2024-04,9
T1466,2024-04-11,Sneakers,13,713.01,20,249,0,Stormy,14.77,66,11.47,97.37,1,0,1,Fall,Clothing,9269.13,7415.304,7415.304,15.0,18.0,13.0,14.0,2024-04,19
T1467,2024-04-12,Board Game,3,104.77,20,387,1,Snow,28.57,88,32.26,47.22,0,0,1,Summer,Toys,314.31,251.448,146.678,8.0,5.0,5.0,9.0,2024-04,11
T1468,2024-04-13,Monitor,18,324.52,15,374,0,Sunny,4.22,61,16.74,39.36,0,1,0,Winter,Electronics,5841.36,4965.156,4965.156,18.0,2.0,17.0,14.0,2024-04,36
T1469,2024-04-14,Blender,11,968.99,5,439,0,Sunny,11.7,44,45.98,39.49,0,1,0,Summer,Kitchen,10658.89,10125.9455,10125.9455,7.0,11.0,2.0,9.0,2024-04,19
T1470,2024-04-15,Blender,8,269.72,5,270,1,Snow,23.54,83,32.69,42.42,1,0,0,Fall,Kitchen,2157.76,2049.8720000000003,1780.1520000000003,11.0,10.0,4.0,8.0,2024-04,19
T1471,2024-04-16,Bookshelf,6,319.92,0,442,1,Sunny,-4.18,23,13.91,24.22,1,0,1,Winter,Furniture,1919.52,1919.52,1599.6,3.0,17.0,14.0,8.0,2024-04,17
T1472,2024-04-17,Action Figure,1,838.13,0,217,0,Sunny,27.51,23,23.65,32.73,1,1,0,Fall,Toys,838.13,838.13,838.13,16.0,15.0,4.0,3.0,2024-04,1
T1473,2024-04-18,Microwave,1,59.71,15,399,1,Rainy,32.6,42,42.33,98.54,1,1,1,Winter,Kitchen,59.71,50.7535,-8.956499999999998,10.0,2.0,17.0,14.0,2024-04,27
T1474,2024-04-19,Camera,8,469.97,10,2,1,Stormy,12.96,61,16.77,36.82,0,0,1,Spring,Electronics,3759.76,3383.784,2913.8140000000003,8.0,16.0,18.0,11.0,2024-04,20
T1475,2024-04-20,Watch,5,385.82,10,24,0,Stormy,15.16,10,26.27,52.67,1,0,0,Spring,Clothing,1929.1,1736.19,1736.19,16.0,14.0,11.0,9.0,2024-04,30
T1476,2024-04-21,Microwave,16,323.42,10,206,0,Stormy,33.31,43,33.98,84.83,1,0,0,Winter,Kitchen,5174.72,4657.2480000000005,4657.2480000000005,1.0,5.0,10.0,17.0,2024-04,27
T1477,2024-04-22,Wardrobe,11,292.84,5,320,1,Cloudy,29.9,28,37.73,52.74,0,1,1,Fall,Furniture,3221.24,3060.1779999999994,2767.3379999999993,12.0,19.0,2.0,14.0,2024-04,11
T1478,2024-04-23,Laptop,5,100.46,5,496,1,Rainy,7.97,33,8.69,32.45,1,1,1,Winter,Electronics,502.29999999999995,477.18499999999995,376.72499999999997,7.0,8.0,14.0,7.0,2024-04,5
T1479,2024-04-24,Sofa,4,321.68,20,199,1,Stormy,9.58,13,28.26,52.38,0,0,1,Fall,Furniture,1286.72,1029.376,707.6959999999999,3.0,13.0,18.0,13.0,2024-04,9
T1480,2024-04-25,Sneakers,6,52.62,5,356,0,Stormy,25.55,45,45.61,11.41,1,1,1,Spring,Clothing,315.71999999999997,299.93399999999997,299.93399999999997,13.0,3.0,1.0,11.0,2024-04,19
T1481,2024-04-26,T-shirt,14,783.15,5,114,1,Rainy,20.34,86,48.42,13.0,0,0,0,Fall,Clothing,10964.1,10415.895,9632.745,7.0,6.0,5.0,18.0,2024-04,21
T1482,2024-04-27,Television,19,404.25,5,280,0,Sunny,2.3,67,32.81,69.41,0,0,0,Summer,Electronics,7680.75,7296.7125,7296.7125,7.0,6.0,18.0,9.0,2024-04,19
T1483,2024-04-28,Watch,9,449.46,15,155,0,Stormy,8.95,41,49.18,91.75,0,0,0,Spring,Clothing,4045.14,3438.3689999999997,3438.3689999999997,5.0,18.0,14.0,19.0,2024-04,30
T1484,2024-04-29,Camera,12,894.66,5,165,1,Sunny,35.5,18,28.54,72.57,1,0,1,Summer,Electronics,10735.92,10199.124,9304.464,8.0,7.0,14.0,6.0,2024-04,20
T1485,2024-04-30,Bookshelf,11,661.47,0,486,0,Stormy,25.97,89,22.13,7.46,1,0,1,Spring,Furniture,7276.17,7276.17,7276.17,6.0,11.0,13.0,12.0,2024-04,17
T1486,2024-05-01,Headphones,14,17.98,0,222,1,Snow,39.37,76,27.58,40.29,1,1,0,Spring,Electronics,251.72,251.72,233.74,15.0,17.0,18.0,13.0,2024-05,14
T1487,2024-05-02,Board Game,16,943.74,20,91,1,Cloudy,29.52,29,5.79,0.26,1,1,0,Summer,Toys,15099.84,12079.872000000001,11136.132000000001,3.0,5.0,4.0,19.0,2024-05,17
T1488,2024-05-03,Board Game,1,244.77,15,167,0,Stormy,37.39,83,20.09,51.12,1,0,0,Winter,Toys,244.77,208.0545,208.0545,16.0,12.0,10.0,6.0,2024-05,17
T1489,2024-05-04,Laptop,13,116.54,0,447,1,Snow,4.73,71,22.92,19.32,1,1,1,Fall,Electronics,1515.02,1515.02,1398.48,5.0,14.0,5.0,15.0,2024-05,16
T1490,2024-05-05,Toy Car,13,770.45,15,207,0,Rainy,29.72,67,42.43,86.81,0,0,1,Spring,Toys,10015.85,8513.4725,8513.4725,15.0,19.0,6.0,4.0,2024-05,41
T1491,2024-05-06,Television,2,505.47,15,282,0,Snow,-4.09,31,37.93,10.43,1,1,1,Fall,Electronics,1010.94,859.299,859.299,19.0,18.0,12.0,6.0,2024-05,14
T1492,2024-05-07,Coffee Maker,4,439.43,20,65,1,Rainy,25.18,76,30.07,0.14,1,1,0,Spring,Kitchen,1757.72,1406.1760000000002,966.7460000000001,12.0,7.0,15.0,1.0,2024-05,4
T1493,2024-05-08,T-shirt,6,257.01,15,376,1,Stormy,16.12,84,17.36,45.11,0,1,0,Fall,Clothing,1542.06,1310.751,1053.741,14.0,9.0,8.0,3.0,2024-05,43
T1494,2024-05-09,Smartphone,5,552.0,5,4,1,Rainy,10.6,98,9.35,15.54,0,1,0,Spring,Electronics,2760.0,2622.0,2070.0,6.0,12.0,4.0,19.0,2024-05,8
T1495,2024-05-10,Wardrobe,3,281.64,15,157,1,Snow,33.81,57,17.39,73.8,1,0,0,Winter,Furniture,844.92,718.1819999999999,436.5419999999999,11.0,9.0,13.0,1.0,2024-05,3
T1496,2024-05-11,Sofa,1,902.57,20,249,0,Cloudy,33.44,17,33.99,91.99,0,1,0,Spring,Furniture,902.57,722.056,722.056,4.0,10.0,15.0,13.0,2024-05,33
T1497,2024-05-12,T-shirt,4,223.05,20,257,0,Sunny,-4.0,82,13.15,4.19,1,1,0,Winter,Clothing,892.2,713.7600000000001,713.7600000000001,6.0,2.0,10.0,15.0,2024-05,43
T1498,2024-05-13,Dining Table,2,885.51,20,235,0,Sunny,22.43,24,21.34,39.56,0,1,1,Spring,Furniture,1771.02,1416.816,1416.816,6.0,1.0,14.0,8.0,2024-05,7
T1499,2024-05-14,Dining Table,5,563.81,0,306,1,Cloudy,11.55,41,19.34,99.68,1,1,0,Fall,Furniture,2819.0499999999997,2819.0499999999997,2255.24,2.0,3.0,11.0,10.0,2024-05,7
T1500,2024-05-15,Laptop,3,830.2,5,366,0,Sunny,13.7,62,38.28,73.27,0,1,0,Summer,Electronics,2490.6000000000004,2366.07,2366.07,13.0,8.0,5.0,17.0,2024-05,16
T1501,2024-05-16,Toy Car,9,715.72,0,470,0,Stormy,32.44,76,44.19,95.32,0,1,1,Spring,Toys,6441.4800000000005,6441.4800000000005,6441.4800000000005,13.0,7.0,3.0,12.0,2024-05,41
T1502,2024-05-17,Microwave,6,699.73,10,395,1,Stormy,8.94,13,34.97,16.41,1,1,1,Spring,Kitchen,4198.38,3778.5420000000004,3078.8120000000004,16.0,16.0,5.0,8.0,2024-05,6
T1503,2024-05-18,Sofa,18,331.1,5,74,1,Snow,37.44,39,17.08,22.14,1,1,1,Winter,Furniture,5959.8,5661.8099999999995,5330.709999999999,1.0,10.0,19.0,5.0,2024-05,33
T1504,2024-05-19,Watch,6,241.56,15,187,1,Snow,3.08,22,21.66,15.48,0,0,1,Fall,Clothing,1449.3600000000001,1231.9560000000001,990.3960000000002,9.0,17.0,1.0,7.0,2024-05,6
T1505,2024-05-20,Toy Car,19,218.78,20,62,0,Rainy,24.82,30,7.17,30.24,0,0,1,Winter,Toys,4156.82,3325.456,3325.456,9.0,2.0,13.0,19.0,2024-05,41
T1506,2024-05-21,Sofa,12,858.62,10,337,1,Snow,25.24,50,8.4,72.44,0,0,1,Fall,Furniture,10303.44,9273.096000000001,8414.476,18.0,12.0,5.0,5.0,2024-05,33
T1507,2024-05-22,Monitor,11,822.22,5,164,0,Stormy,6.35,28,8.21,16.49,0,1,0,Fall,Electronics,9044.42,8592.199,8592.199,18.0,6.0,6.0,16.0,2024-05,23
T1508,2024-05-23,T-shirt,2,446.17,0,56,0,Snow,9.61,57,6.53,52.42,1,0,0,Winter,Clothing,892.34,892.34,892.34,4.0,17.0,7.0,3.0,2024-05,43
T1509,2024-05-24,T-shirt,15,141.08,20,111,0,Sunny,32.57,95,8.98,26.92,0,0,0,Summer,Clothing,2116.2000000000003,1692.9600000000003,1692.9600000000003,2.0,6.0,5.0,14.0,2024-05,43
T1510,2024-05-25,Bookshelf,12,388.43,0,218,0,Rainy,29.28,72,10.13,82.92,0,0,0,Fall,Furniture,4661.16,4661.16,4661.16,11.0,9.0,19.0,8.0,2024-05,12
T1511,2024-05-26,Television,12,623.15,5,240,0,Rainy,9.81,29,5.59,0.66,1,1,1,Summer,Electronics,7477.799999999999,7103.909999999999,7103.909999999999,2.0,17.0,11.0,19.0,2024-05,14
T1512,2024-05-27,Camera,9,459.86,5,21,1,Stormy,19.03,73,32.01,22.31,1,0,1,Winter,Electronics,4138.74,3931.8029999999994,3471.9429999999993,12.0,6.0,2.0,7.0,2024-05,9
T1513,2024-05-28,Sofa,2,782.39,10,141,0,Snow,-2.22,46,49.52,60.52,1,0,0,Summer,Furniture,1564.78,1408.302,1408.302,12.0,9.0,6.0,17.0,2024-05,33
T1514,2024-05-29,Smartphone,3,997.65,15,265,1,Sunny,4.39,40,43.96,9.67,1,0,1,Fall,Electronics,2992.95,2544.0074999999997,1546.3574999999996,5.0,14.0,19.0,9.0,2024-05,8
T1515,2024-05-30,Monitor,12,199.22,0,139,0,Snow,16.86,83,2.28,46.63,1,0,1,Winter,Electronics,2390.64,2390.64,2390.64,11.0,16.0,16.0,1.0,2024-05,23
T1516,2024-05-31,T-shirt,16,465.05,10,459,0,Cloudy,-1.13,27,21.15,43.62,1,0,0,Summer,Clothing,7440.8,6696.72,6696.72,15.0,19.0,7.0,9.0,2024-05,43
T1517,2024-06-01,Wardrobe,1,436.67,20,70,1,Snow,32.95,29,42.97,85.25,0,0,0,Winter,Furniture,436.67,349.336,-87.334,3.0,8.0,17.0,2.0,2024-06,3
T1518,2024-06-02,Smartphone,3,311.45,15,385,0,Stormy,27.31,91,6.73,62.54,0,0,0,Winter,Electronics,934.3499999999999,794.1974999999999,794.1974999999999,3.0,19.0,4.0,9.0,2024-06,11
T1519,2024-06-03,Laptop,2,206.11,10,118,0,Snow,37.46,20,42.38,63.97,0,1,0,Summer,Electronics,412.22,370.99800000000005,370.99800000000005,3.0,7.0,15.0,1.0,2024-06,15
T1520,2024-06-04,Laptop,9,75.04,0,198,1,Rainy,26.21,95,29.64,95.18,1,0,0,Fall,Electronics,675.36,675.36,600.32,2.0,19.0,19.0,14.0,2024-06,15
T1521,2024-06-05,Microwave,19,888.25,5,205,1,Sunny,37.32,53,46.56,98.24,1,0,0,Fall,Kitchen,16876.75,16032.912499999999,15144.662499999999,6.0,10.0,3.0,17.0,2024-06,43
T1522,2024-06-06,T-shirt,15,425.65,20,214,0,Stormy,19.95,91,43.8,65.34,0,1,0,Fall,Clothing,6384.75,5107.8,5107.8,16.0,7.0,6.0,4.0,2024-06,33
T1523,2024-06-07,T-shirt,18,501.93,0,56,0,Cloudy,22.01,73,33.85,52.2,0,1,0,Fall,Clothing,9034.74,9034.74,9034.74,15.0,14.0,6.0,2.0,2024-06,33
T1524,2024-06-08,Action Figure,11,917.77,15,287,0,Sunny,38.96,43,32.89,60.79,1,1,1,Spring,Toys,10095.47,8581.1495,8581.1495,1.0,6.0,17.0,8.0,2024-06,15
T1525,2024-06-09,Coffee Maker,16,778.53,15,470,1,Sunny,23.9,96,10.66,38.24,1,1,0,Winter,Kitchen,12456.48,10588.008,9809.478,4.0,18.0,13.0,18.0,2024-06,31
T1526,2024-06-10,Blender,17,139.2,5,293,0,Rainy,-3.61,74,5.84,98.75,0,1,1,Winter,Kitchen,2366.3999999999996,2248.0799999999995,2248.0799999999995,8.0,15.0,18.0,17.0,2024-06,23
T1527,2024-06-11,Board Game,5,569.77,5,175,1,Rainy,27.57,64,20.77,70.5,0,0,0,Spring,Toys,2848.85,2706.4075,2136.6375,1.0,17.0,4.0,4.0,2024-06,5
T1528,2024-06-12,Dining Table,12,447.83,20,347,1,Rainy,35.75,83,9.33,29.1,0,0,1,Winter,Furniture,5373.96,4299.168000000001,3851.3380000000006,5.0,4.0,5.0,5.0,2024-06,12
