Transaction ID,Date,Product Name,Quantity Sold,Sales Price per Unit ($),Discount (%),Stock After Sale,Returned,Weather Condition,Temperature (°C),Humidity (%),Precipitation (mm),Wind Speed (km/h),Is Holiday,Is Weekend,Is Special Event,Season,Category,Total Sales ($),Total Sales After Discount ($),Net Sales Value ($),Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,Future_7_Day_Sales
T1426,2024-03-02,Monitor,14,682.41,10,356,1,Rainy,31.86,51,47.39,67.31,1,1,0,Summer,Electronics,9553.74,8598.366,7915.956,16,17,16,11
T1427,2024-03-03,Wardrobe,9,85.8,5,283,0,Snow,39.83,32,31.92,17.89,1,1,0,Winter,Furniture,772.2,733.59,733.59,19,13,15,3
T1428,2024-03-04,Monitor,8,426.55,5,203,1,Cloudy,9.83,61,37.58,49.26,0,0,0,Winter,Electronics,3412.4,3241.78,2815.23,14,14,12,15
T1429,2024-03-05,Coffee Maker,17,605.67,10,325,1,Cloudy,12.17,88,37.58,36.71,0,0,1,Fall,Kitchen,10296.39,9266.751,8661.081,4,10,17,8
T1430,2024-03-06,Dining Table,2,937.74,15,313,1,Cloudy,22.81,62,16.54,47.1,1,0,1,Spring,Furniture,1875.48,1594.158,656.418,14,4,14,12
T1431,2024-03-07,Bookshelf,3,318.68,5,273,1,Rainy,27.33,25,0.75,80.08,0,1,0,Winter,Furniture,956.04,908.238,589.558,19,13,4,8
T1432,2024-03-08,Wardrobe,8,257.27,10,244,0,Stormy,12.64,46,2.75,46.07,0,1,0,Fall,Furniture,2058.16,1852.344,1852.344,9,17,3,1
T1433,2024-03-09,Sofa,12,657.62,0,327,0,Snow,35.72,27,14.1,6.29,0,0,0,Fall,Furniture,7891.44,7891.44,7891.44,10,5,7,12
T1434,2024-03-10,Board Game,1,623.05,10,475,1,Sunny,20.2,29,34.48,90.55,0,0,0,Fall,Toys,623.05,560.745,-62.305,8,7,4,14
T1435,2024-03-11,Microwave,10,338.79,10,47,1,Cloudy,15.27,55,45.33,54.48,1,0,1,Summer,Kitchen,3387.9,3049.11,2710.32,16,3,12,19
T1436,2024-03-12,Wardrobe,3,928.82,20,249,1,Cloudy,24.1,11,47.94,92.45,0,1,1,Summer,Furniture,2786.46,2229.168,1300.348,8,19,15,2
T1437,2024-03-13,T-shirt,6,846.41,5,79,1,Sunny,37.88,96,1.29,57.24,1,1,0,Winter,Clothing,5078.46,4824.537,3978.127,17,5,1,15
T1438,2024-03-14,Monitor,7,231.74,15,110,1,Sunny,30.75,72,49.5,6.96,1,0,1,Spring,Electronics,1622.18,1378.853,1147.113,8,3,4,19
T1439,2024-03-15,Camera,18,246.75,15,13,0,Rainy,-3.2,12,16.12,55.29,0,0,1,Summer,Electronics,4441.5,3775.275,3775.275,15,12,8,4
T1440,2024-03-16,Wardrobe,11,517.18,20,395,1,Snow,9.95,55,42.15,57.57,0,0,0,Summer,Furniture,5688.98,4551.184,4034.004,3,4,2,17
T1441,2024-03-17,Wardrobe,19,775.84,15,380,1,Cloudy,16.17,58,9.01,21.43,0,1,0,Winter,Furniture,14740.96,12529.816,11753.976,11,15,15,6
T1442,2024-03-18,Coffee Maker,5,53.6,10,365,0,Stormy,9.15,10,3.14,47.1,0,1,0,Winter,Kitchen,268,241.2,241.2,17,9,6,13
T1443,2024-03-19,T-shirt,19,696.4,20,90,0,Rainy,26.51,31,18.92,45.94,1,1,1,Summer,Clothing,13231.6,10585.28,10585.28,6,7,14,16
T1444,2024-03-20,Toy Car,11,651.75,0,342,0,Rainy,32.18,23,42.95,62.29,1,0,1,Winter,Toys,7169.25,7169.25,7169.25,8,12,13,2
T1445,2024-03-21,Wardrobe,12,239.17,5,348,0,Stormy,27.91,94,11.04,25.96,0,0,1,Fall,Furniture,2870.04,2726.538,2726.538,19,7,4,19
T1446,2024-03-22,Dining Table,10,684.54,5,280,0,Stormy,39.52,54,7.7,58.17,1,0,1,Winter,Furniture,6845.4,6503.13,6503.13,2,12,12,4
T1447,2024-03-23,Microwave,8,940.78,5,221,0,Stormy,7.26,15,45.49,24.1,0,0,0,Fall,Kitchen,7526.24,7149.928,7149.928,10,18,10,9
T1448,2024-03-24,Camera,9,56.32,10,73,0,Sunny,34.37,74,46.92,44.64,1,0,0,Summer,Electronics,506.88,456.192,456.192,18,14,8,7
T1449,2024-03-25,Toy Car,4,326.46,0,234,0,Cloudy,29.5,30,0.63,12.27,1,0,0,Spring,Toys,1305.84,1305.84,1305.84,11,12,3,9
T1450,2024-03-26,Microwave,5,443.79,20,260,0,Sunny,11.3,13,36.37,3.73,1,0,1,Fall,Kitchen,2218.95,1775.16,1775.16,8,15,3,15
T1451,2024-03-27,Camera,8,900.27,20,113,1,Cloudy,28.04,12,15.46,32.06,0,0,0,Spring,Electronics,7202.16,5761.728,4861.458,9,14,3,10
T1452,2024-03-28,Sofa,9,962.64,5,46,0,Sunny,-0.32,39,18.74,27.46,0,0,0,Summer,Furniture,8663.76,8230.572,8230.572,12,6,15,2
T1453,2024-03-29,Sneakers,15,449.67,0,274,1,Snow,30.52,40,23.46,40.69,1,0,1,Winter,Clothing,6745.05,6745.05,6295.38,2,12,5,1
T1454,2024-03-30,Toy Car,15,752.53,0,43,1,Cloudy,18.95,43,21.34,96.2,0,0,0,Fall,Toys,11287.95,11287.95,10535.42,4,4,5,14
T1455,2024-03-31,Action Figure,16,536.34,0,208,1,Rainy,8.15,92,25.75,52.22,0,1,1,Fall,Toys,8581.44,8581.44,8045.1,6,17,18,5
T1456,2024-04-01,Coffee Maker,14,542.41,15,417,1,Cloudy,24.51,29,29.12,55.32,1,0,1,Summer,Kitchen,7593.74,6454.679,5912.269,5,11,10,13
T1457,2024-04-02,Board Game,8,285.32,15,349,1,Cloudy,23.87,96,23.28,94.16,0,0,0,Summer,Toys,2282.56,1940.176,1654.856,1,11,19,19
T1458,2024-04-03,Monitor,18,224.79,5,103,1,Cloudy,4.43,63,35.08,92.11,0,1,0,Winter,Electronics,4046.22,3843.909,3619.119,7,11,16,19
T1459,2024-04-04,Microwave,10,295.13,0,124,1,Snow,-3.63,34,35.93,88.41,1,0,1,Spring,Kitchen,2951.3,2951.3,2656.17,5,1,18,3
T1460,2024-04-05,Dining Table,6,560.76,0,10,1,Sunny,14.51,24,22.02,9.8,1,1,0,Fall,Furniture,3364.56,3364.56,2803.8,10,3,10,6
T1461,2024-04-06,Coffee Maker,12,38.86,20,329,0,Rainy,20.63,47,7.12,63.43,1,1,0,Spring,Kitchen,466.32,373.056,373.056,14,16,14,16
T1462,2024-04-07,Sofa,2,908.18,20,187,1,Sunny,34.45,32,32.03,80.81,1,0,1,Fall,Furniture,1816.36,1453.088,544.908,9,9,2,16
T1463,2024-04-08,T-shirt,7,164.72,5,31,1,Sunny,36.77,61,38.65,83.56,0,0,0,Fall,Clothing,1153.04,1095.388,930.668,19,6,19,15
T1464,2024-04-09,Watch,16,227.89,0,156,1,Stormy,18.8,75,31.91,57.79,0,1,1,Winter,Clothing,3646.24,3646.24,3418.35,15,10,11,17
T1465,2024-04-10,Sofa,3,523.09,5,60,1,Snow,28.92,66,29.4,1.75,1,0,1,Fall,Furniture,1569.27,1490.8065,967.7165,2,6,8,3
T1466,2024-04-11,Sneakers,13,713.01,20,249,0,Stormy,14.77,66,11.47,97.37,1,0,1,Fall,Clothing,9269.13,7415.304,7415.304,15,18,13,14
T1467,2024-04-12,Board Game,3,104.77,20,387,1,Snow,28.57,88,32.26,47.22,0,0,1,Summer,Toys,314.31,251.448,146.678,8,5,5,9
T1468,2024-04-13,Monitor,18,324.52,15,374,0,Sunny,4.22,61,16.74,39.36,0,1,0,Winter,Electronics,5841.36,4965.156,4965.156,18,2,17,14
T1469,2024-04-14,Blender,11,968.99,5,439,0,Sunny,11.7,44,45.98,39.49,0,1,0,Summer,Kitchen,10658.89,10125.9455,10125.9455,7,11,2,9
T1470,2024-04-15,Blender,8,269.72,5,270,1,Snow,23.54,83,32.69,42.42,1,0,0,Fall,Kitchen,2157.76,2049.872,1780.152,11,10,4,8
T1471,2024-04-16,Bookshelf,6,319.92,0,442,1,Sunny,-4.18,23,13.91,24.22,1,0,1,Winter,Furniture,1919.52,1919.52,1599.6,3,17,14,8
T1472,2024-04-17,Action Figure,1,838.13,0,217,0,Sunny,27.51,23,23.65,32.73,1,1,0,Fall,Toys,838.13,838.13,838.13,16,15,4,3
T1473,2024-04-18,Microwave,1,59.71,15,399,1,Rainy,32.6,42,42.33,98.54,1,1,1,Winter,Kitchen,59.71,50.7535,-8.9565,10,2,17,14
T1474,2024-04-19,Camera,8,469.97,10,2,1,Stormy,12.96,61,16.77,36.82,0,0,1,Spring,Electronics,3759.76,3383.784,2913.814,8,16,18,11
T1475,2024-04-20,Watch,5,385.82,10,24,0,Stormy,15.16,10,26.27,52.67,1,0,0,Spring,Clothing,1929.1,1736.19,1736.19,16,14,11,9
T1476,2024-04-21,Microwave,16,323.42,10,206,0,Stormy,33.31,43,33.98,84.83,1,0,0,Winter,Kitchen,5174.72,4657.248,4657.248,1,5,10,17
T1477,2024-04-22,Wardrobe,11,292.84,5,320,1,Cloudy,29.9,28,37.73,52.74,0,1,1,Fall,Furniture,3221.24,3060.178,2767.338,12,19,2,14
T1478,2024-04-23,Laptop,5,100.46,5,496,1,Rainy,7.97,33,8.69,32.45,1,1,1,Winter,Electronics,502.3,477.185,376.725,7,8,14,7
T1479,2024-04-24,Sofa,4,321.68,20,199,1,Stormy,9.58,13,28.26,52.38,0,0,1,Fall,Furniture,1286.72,1029.376,707.696,3,13,18,13
T1480,2024-04-25,Sneakers,6,52.62,5,356,0,Stormy,25.55,45,45.61,11.41,1,1,1,Spring,Clothing,315.72,299.934,299.934,13,3,1,11
T1481,2024-04-26,T-shirt,14,783.15,5,114,1,Rainy,20.34,86,48.42,13,0,0,0,Fall,Clothing,10964.1,10415.895,9632.745,7,6,5,18
T1482,2024-04-27,Television,19,404.25,5,280,0,Sunny,2.3,67,32.81,69.41,0,0,0,Summer,Electronics,7680.75,7296.7125,7296.7125,7,6,18,9
T1483,2024-04-28,Watch,9,449.46,15,155,0,Stormy,8.95,41,49.18,91.75,0,0,0,Spring,Clothing,4045.14,3438.369,3438.369,5,18,14,19
T1484,2024-04-29,Camera,12,894.66,5,165,1,Sunny,35.5,18,28.54,72.57,1,0,1,Summer,Electronics,10735.92,10199.124,9304.464,8,7,14,6
T1485,2024-04-30,Bookshelf,11,661.47,0,486,0,Stormy,25.97,89,22.13,7.46,1,0,1,Spring,Furniture,7276.17,7276.17,7276.17,6,11,13,12
T1486,2024-05-01,Headphones,14,17.98,0,222,1,Snow,39.37,76,27.58,40.29,1,1,0,Spring,Electronics,251.72,251.72,233.74,15,17,18,13
T1487,2024-05-02,Board Game,16,943.74,20,91,1,Cloudy,29.52,29,5.79,0.26,1,1,0,Summer,Toys,15099.84,12079.872,11136.132,3,5,4,19
T1488,2024-05-03,Board Game,1,244.77,15,167,0,Stormy,37.39,83,20.09,51.12,1,0,0,Winter,Toys,244.77,208.0545,208.0545,16,12,10,6
T1489,2024-05-04,Laptop,13,116.54,0,447,1,Snow,4.73,71,22.92,19.32,1,1,1,Fall,Electronics,1515.02,1515.02,1398.48,5,14,5,15
T1490,2024-05-05,Toy Car,13,770.45,15,207,0,Rainy,29.72,67,42.43,86.81,0,0,1,Spring,Toys,10015.85,8513.4725,8513.4725,15,19,6,4
T1491,2024-05-06,Television,2,505.47,15,282,0,Snow,-4.09,31,37.93,10.43,1,1,1,Fall,Electronics,1010.94,859.299,859.299,19,18,12,6
T1492,2024-05-07,Coffee Maker,4,439.43,20,65,1,Rainy,25.18,76,30.07,0.14,1,1,0,Spring,Kitchen,1757.72,1406.176,966.746,12,7,15,1
T1493,2024-05-08,T-shirt,6,257.01,15,376,1,Stormy,16.12,84,17.36,45.11,0,1,0,Fall,Clothing,1542.06,1310.751,1053.741,14,9,8,3
T1494,2024-05-09,Smartphone,5,552,5,4,1,Rainy,10.6,98,9.35,15.54,0,1,0,Spring,Electronics,2760,2622,2070,6,12,4,19
T1495,2024-05-10,Wardrobe,3,281.64,15,157,1,Snow,33.81,57,17.39,73.8,1,0,0,Winter,Furniture,844.92,718.182,436.542,11,9,13,1
T1496,2024-05-11,Sofa,1,902.57,20,249,0,Cloudy,33.44,17,33.99,91.99,0,1,0,Spring,Furniture,902.57,722.056,722.056,4,10,15,13
T1497,2024-05-12,T-shirt,4,223.05,20,257,0,Sunny,-4,82,13.15,4.19,1,1,0,Winter,Clothing,892.2,713.76,713.76,6,2,10,15
T1498,2024-05-13,Dining Table,2,885.51,20,235,0,Sunny,22.43,24,21.34,39.56,0,1,1,Spring,Furniture,1771.02,1416.816,1416.816,6,1,14,8
T1499,2024-05-14,Dining Table,5,563.81,0,306,1,Cloudy,11.55,41,19.34,99.68,1,1,0,Fall,Furniture,2819.05,2819.05,2255.24,2,3,11,10
T1500,2024-05-15,Laptop,3,830.2,5,366,0,Sunny,13.7,62,38.28,73.27,0,1,0,Summer,Electronics,2490.6,2366.07,2366.07,13,8,5,17
T1501,2024-05-16,Toy Car,9,715.72,0,470,0,Stormy,32.44,76,44.19,95.32,0,1,1,Spring,Toys,6441.48,6441.48,6441.48,13,7,3,12
T1502,2024-05-17,Microwave,6,699.73,10,395,1,Stormy,8.94,13,34.97,16.41,1,1,1,Spring,Kitchen,4198.38,3778.542,3078.812,16,16,5,8
T1503,2024-05-18,Sofa,18,331.1,5,74,1,Snow,37.44,39,17.08,22.14,1,1,1,Winter,Furniture,5959.8,5661.81,5330.71,1,10,19,5
T1504,2024-05-19,Watch,6,241.56,15,187,1,Snow,3.08,22,21.66,15.48,0,0,1,Fall,Clothing,1449.36,1231.956,990.396,9,17,1,7
T1505,2024-05-20,Toy Car,19,218.78,20,62,0,Rainy,24.82,30,7.17,30.24,0,0,1,Winter,Toys,4156.82,3325.456,3325.456,9,2,13,19
T1506,2024-05-21,Sofa,12,858.62,10,337,1,Snow,25.24,50,8.4,72.44,0,0,1,Fall,Furniture,10303.44,9273.096,8414.476,18,12,5,5
T1507,2024-05-22,Monitor,11,822.22,5,164,0,Stormy,6.35,28,8.21,16.49,0,1,0,Fall,Electronics,9044.42,8592.199,8592.199,18,6,6,16
T1508,2024-05-23,T-shirt,2,446.17,0,56,0,Snow,9.61,57,6.53,52.42,1,0,0,Winter,Clothing,892.34,892.34,892.34,4,17,7,3
T1509,2024-05-24,T-shirt,15,141.08,20,111,0,Sunny,32.57,95,8.98,26.92,0,0,0,Summer,Clothing,2116.2,1692.96,1692.96,2,6,5,14
T1510,2024-05-25,Bookshelf,12,388.43,0,218,0,Rainy,29.28,72,10.13,82.92,0,0,0,Fall,Furniture,4661.16,4661.16,4661.16,11,9,19,8
T1511,2024-05-26,Television,12,623.15,5,240,0,Rainy,9.81,29,5.59,0.66,1,1,1,Summer,Electronics,7477.8,7103.91,7103.91,2,17,11,19
T1512,2024-05-27,Camera,9,459.86,5,21,1,Stormy,19.03,73,32.01,22.31,1,0,1,Winter,Electronics,4138.74,3931.803,3471.943,12,6,2,7
T1513,2024-05-28,Sofa,2,782.39,10,141,0,Snow,-2.22,46,49.52,60.52,1,0,0,Summer,Furniture,1564.78,1408.302,1408.302,12,9,6,17
T1514,2024-05-29,Smartphone,3,997.65,15,265,1,Sunny,4.39,40,43.96,9.67,1,0,1,Fall,Electronics,2992.95,2544.0075,1546.3575,5,14,19,9
T1515,2024-05-30,Monitor,12,199.22,0,139,0,Snow,16.86,83,2.28,46.63,1,0,1,Winter,Electronics,2390.64,2390.64,2390.64,11,16,16,1
T1516,2024-05-31,T-shirt,16,465.05,10,459,0,Cloudy,-1.13,27,21.15,43.62,1,0,0,Summer,Clothing,7440.8,6696.72,6696.72,15,19,7,9
T1517,2024-06-01,Wardrobe,1,436.67,20,70,1,Snow,32.95,29,42.97,85.25,0,0,0,Winter,Furniture,436.67,349.336,-87.334,3,8,17,2
T1518,2024-06-02,Smartphone,3,311.45,15,385,0,Stormy,27.31,91,6.73,62.54,0,0,0,Winter,Electronics,934.35,794.1975,794.1975,3,19,4,9
T1519,2024-06-03,Laptop,2,206.11,10,118,0,Snow,37.46,20,42.38,63.97,0,1,0,Summer,Electronics,412.22,370.998,370.998,3,7,15,1
T1520,2024-06-04,Laptop,9,75.04,0,198,1,Rainy,26.21,95,29.64,95.18,1,0,0,Fall,Electronics,675.36,675.36,600.32,2,19,19,14
T1521,2024-06-05,Microwave,19,888.25,5,205,1,Sunny,37.32,53,46.56,98.24,1,0,0,Fall,Kitchen,16876.75,16032.9125,15144.6625,6,10,3,17
T1522,2024-06-06,T-shirt,15,425.65,20,214,0,Stormy,19.95,91,43.8,65.34,0,1,0,Fall,Clothing,6384.75,5107.8,5107.8,16,7,6,4
T1523,2024-06-07,T-shirt,18,501.93,0,56,0,Cloudy,22.01,73,33.85,52.2,0,1,0,Fall,Clothing,9034.74,9034.74,9034.74,15,14,6,2
T1524,2024-06-08,Action Figure,11,917.77,15,287,0,Sunny,38.96,43,32.89,60.79,1,1,1,Spring,Toys,10095.47,8581.1495,8581.1495,1,6,17,8
T1525,2024-06-09,Coffee Maker,16,778.53,15,470,1,Sunny,23.9,96,10.66,38.24,1,1,0,Winter,Kitchen,12456.48,10588.008,9809.478,4,18,13,18
T1526,2024-06-10,Blender,17,139.2,5,293,0,Rainy,-3.61,74,5.84,98.75,0,1,1,Winter,Kitchen,2366.4,2248.08,2248.08,8,15,18,17
T1527,2024-06-11,Board Game,5,569.77,5,175,1,Rainy,27.57,64,20.77,70.5,0,0,0,Spring,Toys,2848.85,2706.4075,2136.6375,1,17,4,4
T1528,2024-06-12,Dining Table,12,447.83,20,347,1,Rainy,35.75,83,9.33,29.1,0,0,1,Winter,Furniture,5373.96,4299.168,3851.338,5,4,5,5
T1529,2024-06-13,Monitor,11,799.24,20,370,0,Stormy,30.8,10,5.12,5.78,0,0,0,Winter,Electronics,8791.64,7033.312,7033.312,12,14,17,13
T1530,2024-06-14,Toy Car,15,726.99,5,462,1,Snow,21.27,47,15.12,4.47,0,1,0,Summer,Toys,10904.85,10359.6075,9632.6175,19,8,19,6
T1531,2024-06-15,Bookshelf,3,693.5,5,128,0,Sunny,25.21,18,43.02,20.49,1,0,0,Spring,Furniture,2080.5,1976.475,1976.475,12,17,5,15
T1532,2024-06-16,Action Figure,1,347.14,15,431,0,Snow,39.56,80,0.86,23.29,0,0,0,Winter,Toys,347.14,295.069,295.069,11,14,13,15
T1533,2024-06-17,Camera,16,806.91,5,378,1,Snow,-0.92,26,14.63,41.5,0,1,0,Winter,Electronics,12910.56,12265.032,11458.122,9,15,1,18
T1534,2024-06-18,Wardrobe,2,61.87,10,325,1,Rainy,25.03,61,21.2,21.48,1,1,1,Spring,Furniture,123.74,111.366,49.496,1,3,19,5
T1535,2024-06-19,Sneakers,2,168.03,0,442,1,Snow,7.75,27,25.53,63.09,0,0,0,Spring,Clothing,336.06,336.06,168.03,6,11,9,7
T1536,2024-06-20,Action Figure,3,342.27,5,292,1,Sunny,23.8,72,9.08,21.13,1,1,0,Summer,Toys,1026.81,975.4695,633.1995,1,18,8,6
T1537,2024-06-21,Smartphone,8,86.04,20,288,1,Sunny,22.34,42,48.21,18.79,1,0,0,Summer,Electronics,688.32,550.656,464.616,3,11,10,8
T1538,2024-06-22,Monitor,15,242.64,10,226,1,Cloudy,1.91,13,28.94,47.12,0,1,1,Fall,Electronics,3639.6,3275.64,3033,11,8,14,19
T1539,2024-06-23,Coffee Maker,7,831.85,20,64,0,Stormy,4.3,96,26.11,88.87,0,0,1,Fall,Kitchen,5822.95,4658.36,4658.36,16,4,4,12
T1540,2024-06-24,Blender,6,948.77,10,455,0,Snow,22.97,84,0.44,46.83,1,0,1,Summer,Kitchen,5692.62,5123.358,5123.358,17,19,11,11
T1541,2024-06-25,Microwave,9,311.56,5,426,0,Stormy,0.77,61,24.29,41.38,1,0,1,Winter,Kitchen,2804.04,2663.838,2663.838,19,8,18,17
T1542,2024-06-26,Watch,1,271.87,0,48,1,Stormy,6.93,18,41.88,57.81,1,1,1,Spring,Clothing,271.87,271.87,0,6,1,4,16
T1543,2024-06-27,Coffee Maker,8,287.09,20,202,1,Stormy,32.59,73,10.98,25.72,0,1,1,Summer,Kitchen,2296.72,1837.376,1550.286,7,17,10,9
T1544,2024-06-28,Television,3,284.94,10,498,1,Stormy,9.72,39,17.56,35.34,0,1,0,Fall,Electronics,854.82,769.338,484.398,12,1,7,9
T1545,2024-06-29,Laptop,4,45.57,15,337,0,Sunny,16.96,17,1.03,21.38,0,1,0,Spring,Electronics,182.28,154.938,154.938,9,3,7,3
T1546,2024-06-30,Microwave,15,927.65,5,414,0,Snow,37.35,14,48.85,57.18,0,0,0,Fall,Kitchen,13914.75,13219.0125,13219.0125,9,5,15,9
T1547,2024-07-01,Television,6,221.56,0,405,1,Cloudy,5.22,85,3.33,69.74,0,0,1,Winter,Electronics,1329.36,1329.36,1107.8,3,13,19,19
T1548,2024-07-02,Dining Table,15,425.8,5,60,1,Stormy,12.53,72,44.91,67.37,1,0,0,Winter,Furniture,6387,6067.65,5641.85,12,14,16,15
T1549,2024-07-03,Television,3,19.59,15,397,1,Cloudy,22.29,10,15.65,25.48,0,0,0,Fall,Electronics,58.77,49.9545,30.3645,6,2,14,15
T1550,2024-07-04,Bookshelf,14,859.38,0,257,1,Sunny,28.99,24,29.38,77.96,0,1,1,Spring,Furniture,12031.32,12031.32,11171.94,3,16,13,17
T1551,2024-07-05,Board Game,14,733.85,15,65,0,Sunny,35.57,98,33.97,25.6,1,1,0,Fall,Toys,10273.9,8732.815,8732.815,5,8,18,18
T1552,2024-07-06,Camera,4,947.29,5,239,0,Rainy,36.2,91,7.04,15.03,0,1,0,Spring,Electronics,3789.16,3599.702,3599.702,16,18,12,19
T1553,2024-07-07,Dining Table,12,783.8,10,289,0,Stormy,29.95,47,22.19,34.98,0,1,0,Summer,Furniture,9405.6,8465.04,8465.04,15,2,4,1
T1554,2024-07-08,Wardrobe,17,320.57,5,38,1,Rainy,5.27,51,16.27,59.77,0,0,1,Fall,Furniture,5449.69,5177.2055,4856.6355,2,11,4,8
T1555,2024-07-09,Camera,7,255.39,5,25,0,Cloudy,-3.88,55,2.83,14.2,1,1,1,Fall,Electronics,1787.73,1698.3435,1698.3435,4,9,14,18
T1556,2024-07-10,Smartphone,9,700.74,5,410,1,Snow,12.27,62,41.66,64.81,1,1,0,Spring,Electronics,6306.66,5991.327,5290.587,8,9,5,11
T1557,2024-07-11,T-shirt,3,370.47,20,461,1,Rainy,1.37,35,2.26,86.31,0,1,0,Summer,Clothing,1111.41,889.128,518.658,18,6,9,1
T1558,2024-07-12,Coffee Maker,13,570.55,15,59,1,Sunny,26.97,70,32.66,29.31,0,0,1,Spring,Kitchen,7417.15,6304.5775,5734.0275,8,5,9,13
T1559,2024-07-13,T-shirt,15,16.19,15,476,0,Stormy,24.75,76,15.7,45.02,0,0,1,Spring,Clothing,242.85,206.4225,206.4225,3,4,2,14
T1560,2024-07-14,Sneakers,18,71.27,15,417,0,Cloudy,-3.02,63,9.61,22.83,1,0,1,Fall,Clothing,1282.86,1090.431,1090.431,2,1,19,13
T1561,2024-07-15,Monitor,19,540.01,20,357,1,Sunny,32.65,31,33.35,36.13,1,1,1,Fall,Electronics,10260.19,8208.152,7668.142,15,7,3,14
T1562,2024-07-16,Laptop,1,570.41,10,383,0,Snow,6.19,35,28.73,2.2,0,0,0,Spring,Electronics,570.41,513.369,513.369,4,7,9,13
T1563,2024-07-17,Bookshelf,6,753.94,5,297,1,Stormy,14.45,92,15.76,95.38,0,0,1,Winter,Furniture,4523.64,4297.458,3543.518,14,19,4,3
T1564,2024-07-18,Toy Car,2,140.65,10,158,1,Snow,25.06,69,25.65,41.59,0,0,0,Winter,Toys,281.3,253.17,112.52,15,11,12,3
T1565,2024-07-19,Board Game,14,518.05,20,57,1,Snow,14.32,48,12.31,78.89,0,0,1,Winter,Toys,7252.7,5802.16,5284.11,14,1,7,12
T1566,2024-07-20,Action Figure,6,202.5,15,433,0,Stormy,14.86,45,43.18,14.26,1,0,0,Fall,Toys,1215,1032.75,1032.75,3,16,4,17
T1567,2024-07-21,Headphones,14,102.26,5,48,0,Stormy,-2.05,30,15.69,81.24,1,0,1,Fall,Electronics,1431.64,1360.058,1360.058,14,13,12,12
T1568,2024-07-22,Watch,4,416.39,0,328,1,Snow,13.06,50,12.26,86.01,0,1,1,Summer,Clothing,1665.56,1665.56,1249.17,1,12,13,1
T1569,2024-07-23,Bookshelf,8,171.7,0,433,0,Cloudy,29.42,57,37.59,71.55,1,1,1,Fall,Furniture,1373.6,1373.6,1373.6,6,3,13,12
T1570,2024-07-24,T-shirt,3,229.56,10,431,0,Stormy,36.18,35,0.88,90.32,1,0,0,Summer,Clothing,688.68,619.812,619.812,15,2,17,19
T1571,2024-07-25,Board Game,19,324.38,15,56,0,Sunny,13.61,72,13.4,16.72,0,1,0,Fall,Toys,6163.22,5238.737,5238.737,14,8,11,19
T1572,2024-07-26,Smartphone,14,266.79,0,65,0,Rainy,14.06,86,18.77,47.65,0,0,0,Winter,Electronics,3735.06,3735.06,3735.06,9,14,14,15
T1573,2024-07-27,Smartphone,17,96.72,10,268,1,Cloudy,26.62,45,44.11,62.01,0,1,0,Winter,Electronics,1644.24,1479.816,1383.096,14,6,10,17
T1574,2024-07-28,Bookshelf,8,99.02,20,69,0,Stormy,37.42,33,47.52,59.62,0,0,1,Spring,Furniture,792.16,633.728,633.728,8,6,17,2
T1575,2024-07-29,Action Figure,14,201.32,10,216,1,Stormy,7.02,99,35.82,86.1,1,1,1,Spring,Toys,2818.48,2536.632,2335.312,6,6,9,10
T1576,2024-07-30,Wardrobe,6,60.05,10,390,1,Cloudy,14.81,30,24.63,21.57,0,0,1,Summer,Furniture,360.3,324.27,264.22,17,19,15,4
T1577,2024-07-31,Blender,16,630.19,10,89,0,Rainy,30.82,27,32.03,17.56,0,0,0,Summer,Kitchen,10083.04,9074.736,9074.736,6,17,6,8
T1578,2024-08-01,Wardrobe,19,294.45,5,449,1,Snow,22.44,24,20.7,25.34,0,1,1,Spring,Furniture,5594.55,5314.8225,5020.3725,6,12,7,4
T1579,2024-08-02,T-shirt,14,286.95,10,281,1,Sunny,-0.02,88,14.94,89.16,0,0,1,Summer,Clothing,4017.3,3615.57,3328.62,3,15,6,13
T1580,2024-08-03,Smartphone,19,338.68,10,257,0,Stormy,23.25,15,47.53,94.1,1,1,1,Fall,Electronics,6434.92,5791.428,5791.428,17,5,12,17
T1581,2024-08-04,Headphones,3,666.17,5,160,1,Rainy,3.4,52,5.77,56.96,0,0,0,Winter,Electronics,1998.51,1898.5845,1232.4145,14,16,5,13
T1582,2024-08-05,Camera,10,871.93,5,490,1,Sunny,17.96,40,17.32,50.14,0,0,0,Spring,Electronics,8719.3,8283.335,7411.405,7,8,14,10
T1583,2024-08-06,Monitor,19,761.5,20,234,0,Cloudy,18.81,37,44.95,60.54,1,0,1,Spring,Electronics,14468.5,11574.8,11574.8,19,18,11,8
T1584,2024-08-07,Smartphone,9,730.25,15,131,0,Stormy,34.43,17,36.16,61.63,0,0,0,Fall,Electronics,6572.25,5586.4125,5586.4125,19,3,14,2
T1585,2024-08-08,Coffee Maker,13,489.55,0,49,0,Snow,15.81,38,1.46,17.03,0,1,0,Summer,Kitchen,6364.15,6364.15,6364.15,13,14,11,15
T1586,2024-08-09,Laptop,7,696.87,0,147,0,Cloudy,7.57,30,1.15,68.64,0,1,1,Spring,Electronics,4878.09,4878.09,4878.09,1,5,8,8
T1587,2024-08-10,Wardrobe,14,557.23,10,316,0,Stormy,5.39,90,25.83,45.24,1,1,1,Spring,Furniture,7801.22,7021.098,7021.098,19,11,19,8
